artifact_id,museum_no,designation,publications_key,publications_type,publications_exact_ref,publications_comment,provenience,period,dates,collections,genres,materials,artifact_type,height,thickness,width,weight,elevation,excavation_no,findspot_square,findspot_comments,stratigraphic_level,surface_preservation,condition_description,artifact_preservation,languages,written_in,archive,composite_no,composites,seal_no,seals,accession_no,cdli_comments,artifact_comments,provenience_comments,is_provenience_uncertain,period_comments,is_period_uncertain,artifact_type_comments,is_artifact_type_uncertain,seal_information,is_school_text,alternative_years,external_resources,external_resources_key,genres_comment,genres_uncertain,languages_uncertain,materials_aspect,materials_color,materials_uncertain,retired,has_fragments,is_artifact_fake,redirect_artifact_id,retired_comments
237782,"BM —","CT 16, pl. 42-49, K 00111+","Thompson1903-4Devils; Thompson1904CT16","history; primary","Thompson, Devils 1, 1903, 184-211; 42-49, K 00111+","; ","Nineveh (mod. Kuyunjik)","Neo-Assyrian (ca. 911-612 BC)",,"British Museum, London, UK",Literary,clay,tablet,,,,,,,,,,,,,Akkadian,,,,,,,"K 00111 + K 02754 + K 05227 + K 05295 + K 07525 + K 07632 + K 07633",,,,0,,0,,0,,0,,"eBL; eBL; eBL; eBL; eBL; eBL; eBL; ARMEP; AsbP; BM","K.111; K.2754; K.5227; K.5295; K.7525; K.7632; K.7633; P237782; P237782; W_K-7525"," bil inc rit",0,0,,,0,0,0,0,,
238362,"BM —","CT 16, pl. 19-23, K 04904+","sec39538; sec39539; Thompson1904CT16","history; history; primary","; ; 19-23, K 04904+","; ; ","Nineveh (mod. Kuyunjik)","Neo-Assyrian (ca. 911-612 BC)",,"British Museum, London, UK",Literary,clay,tablet,,,,,,,,,,,,,Akkadian,,,,,,,"K 04904 + K 05294 + K 05363 + K 12041",,,,0,,0,,0,,0,,"eBL; eBL; eBL; eBL; ARMEP; AsbP; BM","K.12041; K.4904; K.5294; K.5363; P238362; P238362; W_K-5294"," bil inc",0,0,,,0,0,0,0,,
238733,"BM —","CT 16, pl. 30-34, K 08475+",Thompson1904CT16,primary,"30-34, K 08475+",,"Nineveh (mod. Kuyunjik)","Neo-Assyrian (ca. 911-612 BC)",,"British Museum, London, UK",Literary,clay,tablet,,,,,,,,,,,,,Akkadian,,,,,,,"K 08475 + K 12040",,,,0,,0,,0,,0,,"eBL; eBL; ARMEP; AsbP; BM","K.12040; K.8475; P238733; P238733; W_K-12040"," bil inc",0,0,,,0,0,0,0,,
238740,"BM —","CT 16, pl. 12-14, K 08508","Thompson1903-4Devils; Thompson1904CT16","history; primary","Thompson, Devils 1, 1903, 50-81; 12-14, K 08508","; ","Nineveh (mod. Kuyunjik)","Neo-Assyrian (ca. 911-612 BC)",,"British Museum, London, UK",Literary,clay,tablet,,,,,,,,,,,,,Akkadian,,,,,,,"K 08508",,,,0,,0,,0,,0,,"eBL; ARMEP; AsbP; BM","K.8508; P238740; P238740; W_K-8508"," bil inc",0,0,,,0,0,0,0,,
240385,"BM —","CT 16, pl. 19-23, Sm 1448","sec40656; Thompson1903-4Devils; Thompson1904CT16","history; history; primary","; Thompson, Devils 1, 1903, 88-115; 19-23, Sm 1448","; ; ","Nineveh (mod. Kuyunjik)","Neo-Assyrian (ca. 911-612 BC)",,"British Museum, London, UK",Literary,clay,tablet,,,,,,,,,,,,,Akkadian,,,,,,,"Sm 1448",,,,0,,0,,0,,0,,"eBL; ARMEP; AsbP","Sm.1448; P240385; P240385"," bil inc",0,0,,,0,0,0,0,,
365357,"BM —","CT 16, pl. 19-23, 1881-02-04, 410a",Thompson1904CT16,primary,"19-23, 1881-02-04, 410a",,"Nineveh (mod. Kuyunjik)","Neo-Assyrian (ca. 911-612 BC)",,"British Museum, London, UK",Literary,clay,tablet,,,,,,,,,,,,,Akkadian,,,,,,,"1881-02-04, 0410b",,,,0,,0,,0,,0,,"eBL; AsbP; BM","1881,0204.410.B; P365357; W_1881-0204-410-b"," ",0,0,,,0,0,0,0,,
365368,"BM 047736","CT 16, pl. 18, BM 047736",Thompson1904CT16,primary,"18, BM 047736",,"Nineveh (mod. Kuyunjik)","Neo-Assyrian (ca. 911-612 BC)",,"British Museum, London, UK",Literary,clay,tablet,,,,,,,,,,,,,"Akkadian; Sumerian",,,,,,,"1881-11-03, 0441",,,,0,,0,,0,,0,,"eBL; BM","BM.47736; W_1881-1103-441"," ",0,"0; 0",,,0,0,0,0,,
365375,"BM 036690","CT 16, pl. 19-23 & 42-49, BM 036690","Geller2016BAM8; Thompson1904CT16","history; primary","434-498, 499-541; 19-23 & 42-49, BM 036690","; ","Nineveh (mod. Kuyunjik)","Neo-Assyrian (ca. 911-612 BC)",,"British Museum, London, UK",Incantation,clay,tablet,,,,,,,,,,,,,"Akkadian; Sumerian",,,,,,,"1880-06-17, 0422",,,,0,,0,,0,,0,,"eBL; BM","BM.36690; W_1880-0617-422",,0,"0; 0",,,0,0,0,0,,
365376,"BM 055479 + BM 055548 (+) BM 055608","CT 16, pl. 42-49, BM 055479+",Thompson1904CT16,primary,"42-49, BM 055479+",,"Nineveh (mod. Kuyunjik)","Neo-Assyrian (ca. 911-612 BC)",,"British Museum, London, UK",Literary,clay,tablet,,,,,,,,,,,,,Akkadian,,,,,,,"1882-07-04, 0052 + 1882-07-04, 0133 (+) 1882-07-04, 206",,,,0,,0,,0,,0,,"eBL; ARMEP; BM","BM.55479; P365376; W_1882-0704-52"," Utukki lemnuti",0,0,,,0,0,0,0,,
365380,"BM 051292 + BM 052456","CT 16, pl. 40, BM 052456",Thompson1904CT16,primary,"40, BM 052456",,"Nineveh (mod. Kuyunjik)","Neo-Assyrian (ca. 911-612 BC)",,"British Museum, London, UK",Prayer,clay,tablet,,,,,,,,,,,,,Akkadian,,,,,,,"1882-03-23, 2326 + 1882-03-23, 3490",,,,0,,0,,0,,0,,"eBL; eBL; ARMEP; BM","BM.51292; BM.52456; P365380; W_1882-0323-3490"," utukki lemnuti",0,0,,,0,0,0,0,,
