artifact_id,museum_no,designation,publications_key,publications_type,publications_exact_ref,publications_comment,provenience,period,dates,collections,genres,materials,artifact_type,height,thickness,width,weight,elevation,excavation_no,findspot_square,findspot_comments,stratigraphic_level,surface_preservation,condition_description,artifact_preservation,languages,written_in,archive,composite_no,composites,seal_no,seals,accession_no,cdli_comments,artifact_comments,provenience_comments,is_provenience_uncertain,period_comments,is_period_uncertain,artifact_type_comments,is_artifact_type_uncertain,seal_information,is_school_text,alternative_years,external_resources,external_resources_key,genres_comment,genres_uncertain,languages_uncertain,materials_aspect,materials_color,materials_uncertain,retired,has_fragments,is_artifact_fake,redirect_artifact_id,retired_comments
200262,"BM 104721","Nisaba 01, 208","d'Agostino2002UMTBM1; King1912CT33","primary; history","208; pl. 50, BM 104721","Group B; duck-weight incorrectly published as BM 104721","Umma (mod. Tell Jokha)","Ur III (ca. 2100-2000 BC)",Šū-Suen.03.01.04,"British Museum, London, UK",Administrative,clay,tablet,26.0,11.0,30.0,,,,,,,,,,Sumerian,,,,,,,,,,,0,,0,,0,,0,,"BDTNS; eBL; BM","051517; BM.104721; W_1912-0511-236","messenger text ",0,0,,,0,0,0,0,,
201714,"BM 104724","RIME 3/1.01.01.add07, ex. 01","Edzard1997RIME3/1; King1912CT33","primary; history","01.01.add07, ex. 01; pl. 50, BM 104724","; ","Girsu (mod. Tello)","Lagash II (ca. 2200-2100 BC)",Ur-Ningirsu.00.00.00,"British Museum, London, UK",Administrative,granite,Weight,,,,,,,,,,,,,Sumerian,,,,Q006336,,,"1912-05-11, 0239",,"weight, duck",,0,,0,"weight, duck",0,,0,,"BDTNS; ARMEP","057399; P201714","witness 1912 5-11 239 messenger u4--kam. iti . mu ",0,0,,,0,0,0,0,,
232470,"BM 022468","RIME 3/1.01.07.017, ex. 02","Braun-Holzinger1991HSAO3; CBT21996; Edzard1997RIME3/1; King1900CT10; King1912CT33; Reade2002ZA92; Steible1991FAOS9/1; Such-Gutiérrez2010Königsinschriften; Suter2000CM17","citation; citation; primary; history; history; citation; history; citation; citation","p. 52, K 41 [1991]; p. 232 [1996]; 01.07.017, ex. 02; pl. 2 (copy); pl. 50, BM 22468; p. 285 ; p. 272, Gudea 20 B [1991]; p. 152-156; p. 326, MH.2 [2000]","; ; ; ; ; ; ; ; ","uncertain (mod. uncertain)","Lagash II (ca. 2200-2100 BC)",Gudea.00.00.00,"British Museum, London, UK","Official or display",diorite,mace,984.0,,539.0,,,,,,,,,fragment,Sumerian,,,,Q000895,,,"1896-06-15, 0007",,"mace head",,0,,0,"mace head",0,,0,,"eBL; ARMEP","BM.22468; P232470","witness ",0,0,,,0,0,0,0,,
235242,"BM 103387 + KM 89518 + VAT 08920 + VAT 09633 + VAT 09634","NARGD 42","Kataja1995SAA12; King1912CT33; Pedersén1985-86ArchivesAssur; Postgate1969NARGD; Weidner1966AdadnirarisIII","history; history; history; primary; history","69a; pl. 13-14, BM 103387; N1, 5; 42; 036 pl. 03 (VAT 08920 + 09633 + 09634)","; ; ; ; ","Assur (mod. Qalat Sherqat)","Neo-Assyrian (ca. 911-612 BC)",Adad-nerari3.00.00.00,"Kelsey Museum of Archaeology, University of Michigan, Ann Arbor, Michigan, USA","Official or display",clay,tablet,,,,,,"Ass 01543 + Ass 01546 + Ass 04565",,"N1, 5",,,"KM 89518: 59 x 68 x ?",,Akkadian,,"Assur N1",,needed,,,,,,,0,,0,,0,,0,,"eBL; SAAo; BM","BM.103387; Q009251; W_1911-0408-77","""witness expenditures for ceremonies; “Fragment of copy of Adad-nerari III temple edict. See Weidner, AfO 21, 36ff; Postgate, NA Royal Grants, nos. 42-45; Borger, OLZ 63, 32. Probably join to BM 103387 = CT 33 13f.”""",0,0,,,0,0,0,0,,
254802,"BM —","CT 33, pl. 11, Sm 0162",King1912CT33,primary,"pl. 11, Sm 162",,"Nineveh (mod. Kuyunjik)","Neo-Assyrian (ca. 911-612 BC)",,"British Museum, London, UK","Astral sciences",clay,tablet,,,,,,,,,,,,,Akkadian,,,,,,,"Sm 0162",,,,0,,0,,0,,0,,"eBL; AsbP; BM","Sm.162; P254802; W_SM-162","problem text, astrolabe ",0,0,,,0,0,0,0,,
282466,"BM 103445","CT 33, pl. 14, BM 103445","King1912CT33; Pedersén1985-86ArchivesAssur","primary; history","pl. 14, BM 103445; M13, 51","; ","Assur (mod. Qalat Sherqat)","Middle Assyrian (ca. 1400-1000 BC)",,"British Museum, London, UK",Administrative,clay,tablet,,,,,,,,"M13, 51",,,,,"Middle Assyrian",,"Assur M13",,,,,"1911-04-08, 0135",,,,0,,0,,0,,0,,"eBL; BM; TCMA","BM.103445; W_1911-0408-135; P282466"," ",0,0,,,0,0,0,0,,
282467,"BM 103395","CT 33, pl. 15, BM 103395",King1912CT33,primary,"pl. 15, BM 103395",,"Assur (mod. Qalat Sherqat)","Middle Assyrian (ca. 1400-1000 BC)",,"British Museum, London, UK",,clay,tablet,,,,,,,,,,,,,,,,,,,,"1911-04-08, 0085",,,,0,,0,,0,,0,,"eBL; TCMA; BM","BM.103395; P282467; W_1911-0408-85",,,,,,0,0,0,0,,
397674,"BM —","CT 33, pl. 10, K 08538","King1912CT33; sec103248","primary; history","pl. 10, K. 8538; ","; ","Nineveh (mod. Kuyunjik)","Neo-Assyrian (ca. 911-612 BC)",,"British Museum, London, UK","Astral sciences",clay,tablet,,,,,,,,,,,,,Akkadian,,,,,,,"K 08538",,,,0,,0,,0,,0,,"eBL; AsbP; BM","K.8538; P397674; W_K-8538"," ",0,0,,,0,0,0,0,,
401083,"BM —","CT 33, pl. 12, K 14943 +","King1912CT33; sec103462","primary; citation","pl. 12, K. 14943 +; ","; ","Nineveh (mod. Kuyunjik)","Neo-Assyrian (ca. 911-612 BC)",,"British Museum, London, UK","Astral sciences",clay,tablet,,,,,,,,,,,,,Akkadian,,,,,,,"K 14943 + 1881-07-27, 0094",,,,0,,0,,0,,0,,"eBL; AsbP; BM","K.14943; P401083; W_K-14943"," ",0,0,,,0,0,0,0,,
413293,"BM 103391","CT 33, pl. 18, BM 103391 ",King1912CT33,primary,"pl. 18, BM 103391",,"Assur (mod. Qalat Sherqat)","Neo-Assyrian (ca. 911-612 BC)",,"British Museum, London, UK",Legal,clay,"tablet & envelope",,,,,,,,,,,,,Sumerian,,,,,,S999999,"1911-04-08, 0081",,,,0,,0,,0,,0,,"BDTNS; eBL; eBL; BM","172202; BM.103391; BM.103391.A; W_1911-0408-81","mortgage ",0,0,,,0,0,0,0,,
413295,"BM 103393","StAT 1, 035b","King1912CT33; Postgate1976FNLD; Radner1999StAT1","history; history; primary","pl. 17, BM 103393; 40; 035b","; ; ","Assur (mod. Qalat Sherqat)","Neo-Assyrian (ca. 911-612 BC)",,"British Museum, London, UK","Business / Contracts",clay,"tablet & envelope",,,,,,,"N 33",,,,,,Akkadian,,,,,,S999999,"1911-04-08, 0083",,,,0,,0,,0,,0,,"BDTNS; eBL; eBL; ATAE, Assur; BM","172204; BM.103393; BM.103393.A; P413295; W_1911-0408-83","contract ",0,0,,,0,0,0,0,,
