artifact_id,museum_no,designation,publications_key,publications_type,publications_exact_ref,publications_comment,provenience,period,dates,collections,genres,materials,artifact_type,height,thickness,width,weight,elevation,excavation_no,findspot_square,findspot_comments,stratigraphic_level,surface_preservation,condition_description,artifact_preservation,languages,written_in,archive,composite_no,composites,seal_no,seals,accession_no,cdli_comments,artifact_comments,provenience_comments,is_provenience_uncertain,period_comments,is_period_uncertain,artifact_type_comments,is_artifact_type_uncertain,seal_information,is_school_text,alternative_years,external_resources,external_resources_key,genres_comment,genres_uncertain,languages_uncertain,materials_aspect,materials_color,materials_uncertain,retired,has_fragments,is_artifact_fake,redirect_artifact_id,retired_comments
247822,"BM 038182","CT 12, pl. 31, BM 038182 ","Landsberger1962MSL8/2; Thompson1901CT12","history; primary","95 S1; 31, BM 038182","; ",,"Neo-Babylonian (ca. 626-539 BC)",,"British Museum, London, UK",Lexical,clay,tablet,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,1,,"eBL; DCCLT; ARMEP; BM","BM.38182; P247822; P247822; W_1880-1112-64","Q000093 = ur5-ra 18 ",0,,,,0,0,0,0,,
365247,"BM 092693","CT 12, pl. 01-03, BM 092693","FinkelTaylor2015; Thompson1901CT12","history; primary","Fig. 24; 01-03, BM 092693","; ",,,,"British Museum, London, UK",,clay,tablet,,,,,,,,,,,,,,,,,,,,"1883-01-18, 1336",,,,0,,0,,0,,0,,"eBL; DCCLT/signlists; ARMEP","BM.92693; P365247; P365247",,,,,,0,0,0,0,,
365248,"BM 093035","CT 12, pl. 04-05, BM 093035",Thompson1901CT12,primary,"04-05, BM 093035",,,,,"British Museum, London, UK",,clay,tablet,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,"eBL; ARMEP; BM","BM.93035; P365248; W_1883-0118-AH-1332",,,,,,0,0,0,0,,
365249,"BM 093037","CT 12, pl. 06-07, BM 093037",Thompson1901CT12,primary,"06-07, BM 093037",,,,,"British Museum, London, UK",,clay,tablet,,,,,,,,,,,,,,,,,,,,"1882-09-18, 04159",,,,0,,0,,0,,0,,"eBL; DCCLT/signlists; ARMEP; BM","BM.93037; P365249; P365249; W_1882-0918-4159",,,,,,0,0,0,0,,
365250,"BM 092692","CT 12, pl. 08-09, BM 092692",Thompson1901CT12,primary,"08-09, BM 092692",,,,,"British Museum, London, UK",,clay,tablet,,,,,,,,,,,,,,,,,,,,"1883-01-18, 1331",,,,0,,0,,0,,0,,"eBL; ARMEP; BM","BM.92692; P365250; W_1883-0118-AH-1331",,,,,,0,0,0,0,,
365251,"BM 092691","CT 12, pl. 10-11, BM 092691",Thompson1901CT12,primary,"10-11, BM 092691",,,,,"British Museum, London, UK",,clay,tablet,,,,,,,,,,,,,,,,,,,,"1883-01-18, 1330",,,,0,,0,,0,,0,,"eBL; DCCLT/signlists; ARMEP; BM","BM.92691; P365251; P365251; W_1883-0118-AH-1330",,,,,,0,0,0,0,,
365252,"BM 038130 + BM 038744","CT 12, pl. 12-13, BM 038130","Civil1979MSL14; Hunger1968AOAT2; Thompson1901CT12","history; history; primary","497; no. 431; 12-13, BM 038130","; ; ","Borsippa (mod. Birs Nimrud)","Neo-Babylonian (ca. 626-539 BC)",,"British Museum, London, UK",Lexical,clay,tablet,,,,,,,,,,,,,,,,,,,,"1880-11-12, 0011 + 1880-11-12, 0628",,,,0,,0,,0,,0,,"eBL; DCCLT/signlists; ARMEP; BM","BM.38130; P365252; P365252; W_1880-1112-11",,0,,,,0,0,0,0,,
365253,"BM 047760","CT 12, pl. 14-15, BM 047760","Civil1979MSL14; Thompson1901CT12; Ungnad1941/44AfO14[2]","history; primary; history","343; 14-15, BM 047760; 262","; ; ",,,,"British Museum, London, UK",Lexical,clay,tablet,,,,,,,,,,,,,,,,,,,,"1881-11-03, 0465",,,,0,,0,,0,,0,,"eBL; ARMEP; BM","BM.47760; P365253; W_1881-1103-465",,0,,,,0,0,0,0,,
365254,"BM 093038","CT 12, pl. 16-17, BM 093038",Thompson1901CT12,primary,"16-17, BM 093038",,,,,"British Museum, London, UK",,clay,tablet,,,,,,,,,,,,,,,,,,,,"1882-09-18, 04154",,,,0,,0,,0,,0,,"eBL; ARMEP","BM.93038; P365254",,,,,,0,0,0,0,,
365255,"BM 093039","CT 12, pl. 17, BM 093039",Thompson1901CT12,primary,"17, BM 093039",,"Sippar-Yahrurum (mod. Tell Abu Habbah)","Neo-Assyrian (ca. 911-612 BC)",,"British Museum, London, UK",,clay,tablet,,,,,,,,,,,,,,,,,,,,"1882-09-18, 04158",,,,1,,0,,0,,0,,"eBL; ARMEP; BM","BM.93039; P365255; W_1882-0918-4158",,,,,,0,0,0,0,,
365256,"BM 038374 + BM 039015","CT 12, pl. 18-19, BM 038374 ","Civil1979MSL14; Thompson1901CT12","history; primary","508; 18-19, BM 038374","; ",,,,"British Museum, London, UK",Lexical,clay,tablet,,,,,,,,,,,,,Akkadian,,,,,,,"1880-11-12, 0256 + 1880-11-12, 0901",,,,0,,0,,0,,0,,"eBL; DCCLT/signlists; ARMEP; BM","BM.38374; P365256; P365256; W_1880-1112-256","Aa VIII/4 = 42",0,0,,,0,0,0,0,,
365257,"BM 038173","CT 12, pl. 20, BM 038173","Civil1979MSL14; Thompson1901CT12","history; primary","415, 421; 20, BM 038173","; ",,,,"British Museum, London, UK",Lexical,clay,tablet,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,"eBL; ARMEP; BM","BM.38173; P365257; W_1880-1112-55",,0,,,,0,0,0,0,,
365258,"BM 036979 + BM 036991 + BM 037268","CT 12, pl. 22, BM 036991","Civil1979MSL14; Thompson1901CT12","history; primary","384; 22, BM 036991","36991 + 37268; ",,,,"British Museum, London, UK",Lexical,clay,tablet,,,,,,,,,,,,,,,,,,,,"1880-06-17, 0723 + 1880-06-17, 0735 + 1880-06-17, 1024","Walker, CT index p. 9Walker, CT index p. 9",,,0,,0,,0,,0,,"eBL; ARMEP; BM","BM.36991; P365258; W_1880-0617-735","Aa IV/4 = 25",0,,,,0,0,1,0,,
365259,"BM 038372","CT 12, pl. 23, BM 038372","Civil1979MSL14; Thompson1901CT12","history; primary","265; 23, BM 038372","; ",,,,"British Museum, London, UK",Lexical,clay,tablet,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,"eBL; ARMEP; BM","BM.38372; P365259; W_1880-1112-254",,0,,,,0,0,0,0,,
365260,"BM 038129 + BM 038894","CT 12, pl. 24, BM 038129","Civil1979MSL14; sec101494; Thompson1901CT12","history; history; primary","393; 36-38; 24, BM 038129","; ; ","Borsippa (mod. Birs Nimrud)","Neo-Babylonian (ca. 626-539 BC)",,"British Museum, London, UK",Lexical,clay,tablet,,,,,,,,,,,,,Akkadian,,,,,,,"1880-11-12, 0010 + 1880-11-12, 0780",,,,0,,0,,0,,0,,"eBL; DCCLT/signlists; ARMEP; BM","BM.38129; P365260; P365260; W_1880-1112-10","Ea V",0,0,,,0,0,0,0,,
365261,"BM 038128","CT 12, pl. 25-26, BM 038128 ","Civil1979MSL14; Thompson1901CT12","history; primary","207; 25-26, BM 038128","; ","Borsippa (mod. Birs Nimrud)","Neo-Babylonian (ca. 626-539 BC)",,"British Museum, London, UK",Lexical,clay,tablet,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,"eBL; DCCLT/signlists; ARMEP; BM","BM.38128; P365261; P365261; W_1880-1112-9",,0,,,,0,0,0,0,,
365262,"BM 032582","CT 12, pl. 28, BM 032582","Civil2004MSL15; Thompson1901CT12","history; primary","135; 28, BM 032582","; ",,,,"British Museum, London, UK",Lexical,clay,tablet,,,,,,,,,,,,,Akkadian,,,,,,,"1876-11-17, 2325",,,,0,,0,,0,,0,,"eBL; ARMEP; BM","BM.32582; P365262; W_1876-1117-2325",,0,0,,,0,0,0,0,,
365263,"BM 093042","CT 12, pl. 27, BM 093042",Thompson1901CT12,primary,"27, BM 093042",,,,,"British Museum, London, UK",,clay,tablet,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,"eBL; DCCLT/signlists; ARMEP; BM","BM.93042; P365263; P365263; W_1885-0430-6",,,,,,0,0,0,0,,
365265,"BM 038592 + BM 064190","CT 12, pl. 29, BM 038592","Civil2004MSL15; Thompson1901CT12","history; primary","104; 29, BM 038592","; ",,,,"British Museum, London, UK",Lexical,clay,tablet,,,,,,,,,,,,,,,,,,,,"1880-11-12, 0476 + 1882-09-18, 04166",,,,0,,0,,0,,0,,"eBL; ARMEP; BM","BM.38592; P365265; W_1880-1112-476","Diri I",0,,,,0,0,0,0,,
