artifact_id,museum_no,designation,publications_key,publications_type,publications_exact_ref,publications_comment,provenience,period,dates,collections,genres,materials,artifact_type,height,thickness,width,weight,elevation,excavation_no,findspot_square,findspot_comments,stratigraphic_level,surface_preservation,condition_description,artifact_preservation,languages,written_in,archive,composite_no,composites,seal_no,seals,accession_no,cdli_comments,artifact_comments,provenience_comments,is_provenience_uncertain,period_comments,is_period_uncertain,artifact_type_comments,is_artifact_type_uncertain,seal_information,is_school_text,alternative_years,external_resources,external_resources_key,genres_comment,genres_uncertain,languages_uncertain,materials_aspect,materials_color,materials_uncertain,retired,has_fragments,is_artifact_fake,redirect_artifact_id,retired_comments
247863,"BM 092611","CT 06, pl. 11-14, BM 092611","Landsberger1970MSL10; Pinches1898CT6; Veldhuis2004CM22","history; primary; history","51, 117, 143; 11-14; Plates 30-33.","; ; ","Sippar-Yahrurum (mod. Tell Abu Habbah)","Old Babylonian (ca. 1900-1600 BC)",00.00.00.00,"British Museum, London, UK",Lexical,clay,prism,,,,,,,,,,,,,,,,,Q000041,,,"1891-05-09 Bu, 0285",,"dedication on top",,1,,0,"dedication on top",0,,0,,"eBL; DCCLT; ARMEP; BM","BM.92611; P247863; P247863; W_1891-0509-285","""OB ur5-ra 4 not Nippur; stones, plants, birds, fish, clothing """,0,,,,0,0,0,0,,
365126,"BM 092668","CT 06, pl. 01-03, Bu 1889-04-26, 238","King1901CT27; Pinches1898CT6","history; primary","before pl. 1 (photos and copy); 1-3","; ","Sippar-Yahrurum (mod. Tell Abu Habbah)","Old Babylonian (ca. 1900-1600 BC)",00.00.00.00,"British Museum, London, UK","Scholarly or scientific",clay,model,,,,,,,,,,,,,,,,,,,,"1889-04-26 Bu, 0238",,"liver model",,0,,0,"liver model",0,,0,,"eBL; CAMS/Barutu; ARMEP; BM","BM.92668; P365126; P365126; W_1889-0426-238","liver model ",0,,,,0,0,0,0,,
365127,"BM 092608","CT 06, pl. 05, 1891-05-09 Bu, 0269","Lambert1965CT46; Pinches1898CT6; sec96606","history; primary; history","4; 5; ","; ; ","Sippar-Yahrurum (mod. Tell Abu Habbah)","Old Babylonian (ca. 1900-1600 BC)",00.00.00.00,"British Museum, London, UK",Literary,clay,tablet,,,,,,,,,,,,,Akkadian,,,,,,,"1891-05-09 Bu, 0269",,,,1,,0,,0,,0,,"eBL; BM","BM.92608; W_1891-0509-269","Atrahasis Epic ",0,0,,,0,0,0,0,,
365128,"BM 080156","CT 06, pl. 06, Bu 1891-05-09, 0270","Kohler1909HG3; Pinches1898CT6; Schorr1913UAZP; Wilcke1982Kaufverträge","history; primary; history; history","no. 752; 6; no. 281; p. 466-468 no. 11","; ; ; (with seals)","Sippar-Yahrurum (mod. Tell Abu Habbah)","Old Babylonian (ca. 1900-1600 BC)","Ammi-ditana.03.00.00, Ammi-saduqa.11.08.04","British Museum, London, UK",Legal,clay,tablet,,,,,,,,,,,,,Akkadian,,,,,,,"1891-05-09 Bu, 0270",,,,1,,0,,0,,0,,"eBL; BM","BM.80156; W_1891-0509-270"," ",0,0,,,0,0,0,0,,
365129,"BM 080158","CT 06, pl. 07, Bu 1891-05-09, 0272","Kohler1909HG3; Pinches1898CT6; Schorr1913UAZP; Wilcke1982Kaufverträge","history; primary; history; history","733; 7a; 297; p. 467","; ; ; (seals only)","Sippar-Yahrurum (mod. Tell Abu Habbah)","Old Babylonian (ca. 1900-1600 BC)",Samsu-iluna.21.12.05,"British Museum, London, UK",Legal,clay,tablet,,,,,,,,,,,,,Akkadian,,,,,,"S013845; S013846; S013847; S013848; S013849; S013850; S013851","1891-05-09 Bu, 0272",,,,1,,0,,0,"RIME 4.03.10.2002-2008",0,,"eBL; BM","BM.80158; W_1891-0509-272","inheritance ",0,0,,,0,0,0,0,,
365130,"BM 080163","CT 06, pl. 08, Bu 1891-05-09, 0279","Frankena1966AbB2; Pinches1898CT6","history; primary","106; 8","; ","Sippar-Yahrurum (mod. Tell Abu Habbah)","Old Babylonian (ca. 1900-1600 BC)",00.00.00.00,"British Museum, London, UK",Letter,clay,tablet,,,,,,,,,,,,,Akkadian,,,,,,,"1891-05-09 Bu, 0279",,,,1,,0,,0,,0,,"eBL; BM","BM.80163; W_1891-0509-279"," ",0,0,,,0,0,0,0,,
365131,"BM 092702","CT 06, pl. 09-10, Bu 1891-05-09, 0284","Horsnell1999Yearnames; King1898-1900LIH; Pinches1898CT6","history; history; primary","1, 234-246; 101; 9-10","; ; ","Sippar-Yahrurum (mod. Tell Abu Habbah)","Old Babylonian (ca. 1900-1600 BC)","Sumu-abum.01.00.00, Sumu-abum.02.00.00, Sumu-abum.03.00.00, Sumu-abum.04.00.00, Sumu-abum.05.00.00, Sumu-abum.06.00.00, Sumu-abum.07.00.00, Sumu-abum.08.00.00, Sumu-abum.09.00.00, Sumu-abum.10.00.00, Sumu-abum.11.00.00, Sumu-abum.12.00.00, Sumu-abum.13.00","British Museum, London, UK","Official or display",clay,tablet,,,,,,,,,,,,,Sumerian,,,,,,,"1891-05-09 Bu, 0284",,,,1,,0,,0,,0,,"eBL; BM","BM.92702; W_1891-0509-284","list of year-names ",0,0,,,0,0,0,0,,
365132,"BM 080168","CT 06, pl. 15-18, Bu 1891-05-09, 0286","Birot1969TEBA; Pinches1898CT6","history; primary","p. 116-128; 15-18","; ","Sippar-Yahrurum (mod. Tell Abu Habbah)","Old Babylonian (ca. 1900-1600 BC)",--.--.--.--,"British Museum, London, UK",Administrative,clay,tablet,,,,,,,,,,,,,Akkadian,,,,,,,"1891-05-09 Bu, 0286",,,,1,,0,,0,,0,,"eBL; BM","BM.80168; W_1891-0509-286"," ",0,0,,,0,0,0,0,,
365133,"BM 091614","CT 06, pl. 19, Bu 1891-05-09, 0317",Pinches1898CT6,primary,19a,,"Sippar-Yahrurum (mod. Tell Abu Habbah)","Old Babylonian (ca. 1900-1600 BC)",Sabium.00.00.00,"British Museum, London, UK",Legal,clay,tablet,,,,,,,,,,,,,Akkadian,,,,,,,"1891-05-09 Bu, 0317",,,,1,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
365134,"BM 080205","CT 06, pl. 20, Bu 1891-05-09, 0330",Pinches1898CT6,primary,20a,,"Sippar-Yahrurum (mod. Tell Abu Habbah)","Old Babylonian (ca. 1900-1600 BC)",Samsu-iluna.29.03.15,"British Museum, London, UK",Legal,clay,tablet,,,,,,,,,,,,,Akkadian,,,,,,,"1891-05-09 Bu, 0330",,,,1,,0,,0,,0,,"eBL; BM","BM.80205; W_1891-0509-330"," ",0,0,,,0,0,0,0,,
365135,"BM 080212","CT 06, pl. 21, Bu 1891-05-09, 0341",Pinches1898CT6,primary,21a,,"Sippar-Yahrurum (mod. Tell Abu Habbah)","Old Babylonian (ca. 1900-1600 BC)",00.00.00.00,"British Museum, London, UK",Administrative,clay,tablet,,,,,,,,,,,,,Akkadian,,,,,,,"1891-05-09 Bu, 0341",,,,1,,0,,0,,0,,"eBL; BM","BM.80212; W_1891-0509-341"," ",0,0,,,0,0,0,0,,
365136,"BM 080232","CT 06, pl. 22, Bu 1891-05-09, 0364","Pinches1898CT6; sec96616","primary; history","22a; ","; ","Sippar-Yahrurum (mod. Tell Abu Habbah)","Old Babylonian (ca. 1900-1600 BC)",Sumu-la-El.33.06.00,"British Museum, London, UK",Legal,clay,tablet,,,,,,,,,,,,,Akkadian,,,,,,,"1891-05-09 Bu, 0364",,,,1,,0,,0,,0,,"eBL; BM","BM.80232; W_1891-0509-364"," ",0,0,,,0,0,0,0,,
365137,"BM 080249","CT 06, pl. 23, Bu 1891-05-09, 0383","Frankena1966AbB2; Pinches1898CT6","history; primary","109; 23a","; ","Sippar-Yahrurum (mod. Tell Abu Habbah)","Old Babylonian (ca. 1900-1600 BC)",00.00.00.00,"British Museum, London, UK",Letter,clay,tablet,,,,,,,,,,,,,Akkadian,,,,,,,"1891-05-09 Bu, 0383",,,,1,,0,,0,,0,,"eBL; BM","BM.80249; W_1891-0509-383"," ",0,0,,,0,0,0,0,,
365138,"BM 080262","CT 06, pl. 24, Bu 1891-05-09, 0397","Charpin1982marchands; Colbow2002Tradition; Kohler1909HG3; Pinches1898CT6","history; history; history; primary","p. 49; no. 49; no. 217; 24a","; (seals); ; ","Sippar-Yahrurum (mod. Tell Abu Habbah)","Old Babylonian (ca. 1900-1600 BC)",Ammi-ditana.01.05.07,"British Museum, London, UK",Administrative,clay,tablet,,,,,,,,,,,,,Akkadian,,,,,,S999999,"1891-05-09 Bu, 0397",,,,1,,0,,0,,0,,"eBL; BM","BM.80262; W_1891-0509-397"," ",0,0,,,0,0,0,0,,
365139,"BM 080269","CT 06, pl. 25, Bu 1891-05-09, 0405","Pinches1898CT6; sec96621","primary; history","25a; ","; ","Sippar-Yahrurum (mod. Tell Abu Habbah)","Old Babylonian (ca. 1900-1600 BC)",00.00.00.00,"British Museum, London, UK",Administrative,clay,tablet,,,,,,,,,,,,,Akkadian,,,,,,,"1891-05-09 Bu, 0405",,,,1,,0,,0,,0,,"eBL; BM","BM.80269; W_1891-0509-405"," ",0,0,,,0,0,0,0,,
365140,"BM 080271 & BM 017105 + BM 017105A + BM 017119","CT 06, pl. 26, Bu 1891-05-09, 0407","Blocher1993MVS10; Pinches1898CT6; Walker1980Assyrians; Westbrook1988MarriageLaw","history; primary; history; history","no. XX; 26a; p. 15-16; p. 117","(seals); ; ; ","Sippar-Yahrurum (mod. Tell Abu Habbah)","Old Babylonian (ca. 1900-1600 BC)",Sabium.00.00.00,"British Museum, London, UK","Business / Contracts",clay,"tablet & envelope",,,,,,,,,,,,,Akkadian,,,,,,S999999,"1891-05-09 Bu, 0407 & 1892-07-09, 0221 + 1892-07-09, 0221A + 1892-07-09, 0235",,,,1,,0,,0,,0,,"eBL; BM","BM.80271; W_1891-0509-407","adoption & marriage ",0,0,,,0,0,0,0,,
365141,"BM 080277","CT 06, pl. 27, Bu 1891-05-09, 0413","Frankena1966AbB2; Pinches1898CT6; sec96626","history; primary; history","110; 27a; ","; ; ","Sippar-Yahrurum (mod. Tell Abu Habbah)","Old Babylonian (ca. 1900-1600 BC)",00.00.00.00,"British Museum, London, UK",Letter,clay,tablet,,,,,,,,,,,,,Akkadian,,,,,,,"1891-05-09 Bu, 0413",,,,1,,0,,0,,0,,"eBL; BM","BM.80277; W_1891-0509-413"," ",0,0,,,0,0,0,0,,
365142,"BM 080278","CT 06, pl. 28, Bu 1891-05-09, 0414","Pinches1898CT6; Suurmeijer2014property","primary; history","28a; App. p.  112","; ","Sippar-Yahrurum (mod. Tell Abu Habbah)","Old Babylonian (ca. 1900-1600 BC)",--.--.--.--,"British Museum, London, UK",Legal,clay,tablet,,,,,,,,,,,,,,,,,,,,"1891-05-09 Bu, 0414",,,,1,,0,,0,,0,,"eBL; BM","BM.80278; W_1891-0509-414"," ",0,,,,0,0,0,0,,
365143,"BM 080283","CT 06, pl. 29, Bu 1891-05-09, 0419","Kohler1909HG3; Pinches1898CT6; Schorr1913UAZP","history; primary; history","740; 29; 37","; ; ","Sippar-Yahrurum (mod. Tell Abu Habbah)","Old Babylonian (ca. 1900-1600 BC)",Ammi-ditana.01.04.25,"British Museum, London, UK",Legal,clay,tablet,,,,,,,,,,,,,Akkadian,,,,,,,"1891-05-09 Bu, 0419",,,,1,,0,,0,,0,,"eBL; BM","BM.80283; W_1891-0509-419"," ",0,0,,,0,0,0,0,,
365144,"BM 080285","CT 06, pl. 30, Bu 1891-05-09, 0421","Goddeeris2002economy; Kohler1909HG3; Pinches1898CT6; Stol1998elderly; Suurmeijer2014property","history; history; primary; citation; history","p. 153; n. 675; 30a; p. 105; App. p.  113-114","; ; ; ; ","Sippar-Yahrurum (mod. Tell Abu Habbah)","Old Babylonian (ca. 1900-1600 BC)",Sumu-la-el.00.00.00,"British Museum, London, UK","Business / Contracts",clay,tablet,,,,,,,,,,,,,Akkadian,,,,,,,"1891-05-09 Bu, 0421",,,,1,,0,,0,,0,,"eBL; BM","BM.80285; W_1891-0509-421","adoption ",0,0,,,0,0,0,0,,
365145,"BM 092627","CT 06, pl. 31, Bu 1891-05-09, 0476",Pinches1898CT6,primary,31a,,"Sippar-Yahrurum (mod. Tell Abu Habbah)","Old Babylonian (ca. 1900-1600 BC)",Apil-Sin.00.00.00,"British Museum, London, UK",Legal,clay,tablet,,,,,,,,,,,,,Akkadian,,,,,,,"1891-05-09 Bu, 0476",,,,1,,0,,0,,0,,"eBL; BM","BM.92627; W_1891-0509-476"," ",0,0,,,0,0,0,0,,
365146,"BM 080372","CT 06, pl. 32, Bu 1891-05-09, 0511",Pinches1898CT6,primary,32a,,"Sippar-Yahrurum (mod. Tell Abu Habbah)","Old Babylonian (ca. 1900-1600 BC)",Samsu-iluna.02.12.10,"British Museum, London, UK",Legal,clay,tablet,,,,,,,,,,,,,Akkadian,,,,,,,"1891-05-09 Bu, 0511",,,,1,,0,,0,,0,,"eBL; BM","BM.80372; W_1891-0509-511","Litigation ",0,0,,,0,0,0,0,,
365147,"BM 080426","CT 06, pl. 33, Bu 1891-05-09, 0565","Pinches1898CT6; Suurmeijer2014property","primary; history","33a; App. p.  117-118","; ","Sippar-Yahrurum (mod. Tell Abu Habbah)","Old Babylonian (ca. 1900-1600 BC)",Samsu-iluna.08.04.00,"British Museum, London, UK",Legal,clay,tablet,,,,,,,,,,,,,,,,,,,,"1891-05-09 Bu, 0565",,,,1,,0,,0,,0,,"eBL; BM","BM.80426; W_1891-0509-565"," ",0,,,,0,0,0,0,,
365148,"BM 080450","CT 06, pl. 34, Bu 1891-05-09, 0587","Frankena1966AbB2; Pinches1898CT6","history; primary","115; 34a","; ","Sippar-Yahrurum (mod. Tell Abu Habbah)","Old Babylonian (ca. 1900-1600 BC)",00.00.00.00,"British Museum, London, UK",Letter,clay,tablet,,,,,,,,,,,,,Akkadian,,,,,,,"1891-05-09 Bu, 0587",,,,1,,0,,0,,0,,"eBL; BM","BM.80450; W_1891-0509-587"," ",0,0,,,0,0,0,0,,
365149,"BM 080550","CT 06, pl. 35, Bu 1891-05-09, 0688",Pinches1898CT6,primary,35a,,"Sippar-Yahrurum (mod. Tell Abu Habbah)","Old Babylonian (ca. 1900-1600 BC)",00.00.00.00,"British Museum, London, UK",Legal,clay,tablet,,,,,,,,,,,,,Akkadian,,,,,,,"1891-05-09 Bu, 0688",,,,1,,0,,0,,0,,"eBL; BM","BM.80550; W_1891-0509-688","field rental ",0,0,,,0,0,0,0,,
365150,"BM 080567","CT 06, pl. 36, Bu 1891-05-09, 0704","Pinches1898CT6; Stol2003Heiligtum","primary; citation","36a; p. 296-297","; ","Larsa (mod. Tell as-Senkereh)","Old Babylonian (ca. 1900-1600 BC)",Sumu-la-el.00.00.00,"British Museum, London, UK",Legal,clay,tablet,,,,,,,,,,,,,Akkadian,,,,,,,"1891-05-09 Bu, 0704",,,,1,,0,,0,,0,,"eBL; BM","BM.80567; W_1891-0509-704","Dedication of temple property ",0,0,,,0,0,0,0,,
365151,"BM 080569","CT 06, pl. 37, Bu 1891-05-09, 0707","Kohler1909HG3; Pinches1898CT6; Schorr1913UAZP; Stol1998elderly","history; primary; history; history","12; 37a; 35; p. 80","; ; ; ","Sippar-Yahrurum (mod. Tell Abu Habbah)","Old Babylonian (ca. 1900-1600 BC)",00.00.00.00,"British Museum, London, UK",Legal,clay,tablet,,,,,,,,,,,,,Akkadian,,,,,,,"1891-05-09 Bu, 0707",,,,1,,0,,0,,0,,"eBL; BM","BM.80569; W_1891-0509-707"," Marriage",0,0,,,0,0,0,0,,
365152,"BM 080591","CT 06, pl. 38, Bu 1891-05-09, 0729","Pinches1898CT6; Suurmeijer2014property","primary; history","38a; App. p.  119","; ","Sippar-Yahrurum (mod. Tell Abu Habbah)","Old Babylonian (ca. 1900-1600 BC)","Abi-ešuh.q.12.20 (diri)","British Museum, London, UK",Legal,clay,tablet,,,,,,,,,,,,,,,,,,,,"1891-05-09 Bu, 0729",,,,1,,0,,0,,0,,"eBL; BM","BM.80591; W_1891-0509-729"," ",0,,,,0,0,0,0,,
365153,"BM 080596","CT 06, pl. 39, Bu 1891-05-09, 0734","Kohler1911HG5; Pinches1898CT6","history; primary","no. 1249; 39a","; ","Sippar-Yahrurum (mod. Tell Abu Habbah)","Old Babylonian (ca. 1900-1600 BC)",Ammi-ditana.26.12d.17,"British Museum, London, UK",Administrative,clay,tablet,,,,,,,,,,,,,Akkadian,,,,,,,"1891-05-09 Bu, 0734",,,,1,,0,,0,,0,,"eBL; BM","BM.80596; W_1891-0509-734"," ",0,0,,,0,0,0,0,,
365154,"BM 092633","CT 06, pl. 40, Bu 1891-05-09, 0938","Kohler1909HG3; Pinches1898CT6","history; primary","n. 545; 40a","; ","Sippar-Yahrurum (mod. Tell Abu Habbah)","Old Babylonian (ca. 1900-1600 BC)",Samsu-iluna.01.00.00,"British Museum, London, UK","Hire Contracts",clay,tablet,,,,,,,,,,,,,Akkadian,,,,,,,"1891-05-09 Bu, 0938",,,,1,,0,,0,,0,,"eBL; BM","BM.92633; W_1891-0509-938"," ",0,0,,,0,0,0,0,,
